supplier_id,supplier_name,category,region,on_time_delivery_pct,quality_score,cost_variance_pct,avg_lead_time_days,defect_rate_pct,compliance_score,risk_score,total_orders,avg_order_value_usd,late_deliveries,contract_breach_count,supplier_performance_score,supplier_segment
SUP1776,Supplier_776,Electronics,Middle East,88.96,67.52,3.53,34.3,7.37,66.74,19.73,372,118057.07,5,4,72.74,Preferred
SUP1777,Supplier_777,Chemicals,India,64.82,63.08,5.13,27.3,7.75,90.42,31.73,210,38512.09,12,0,66.49,Approved
SUP1778,Supplier_778,Packaging,India,96.1,87.85,-4.49,14.3,4.32,99.4,28.19,226,56016.84,21,1,86.0,Strategic
SUP1779,Supplier_779,Raw Materials,North America,62.66,75.31,5.64,58.8,3.67,97.83,53.09,385,101779.2,27,1,70.84,Preferred
SUP1780,Supplier_780,Electronics,North America,81.36,92.87,4.29,51.9,7.56,67.88,5.17,217,86583.07,29,1,79.12,Preferred
SUP1781,Supplier_781,Raw Materials,North America,65.69,86.38,-5.38,32.4,5.39,95.01,15.85,83,156819.95,35,1,77.89,Preferred
SUP1782,Supplier_782,Raw Materials,Europe,60.47,91.85,-8.51,38.2,0.52,88.18,81.27,20,148208.91,1,4,71.04,Preferred
SUP1783,Supplier_783,Packaging,Middle East,76.88,70.88,5.11,17.5,3.73,78.15,13.26,296,117042.03,35,1,76.41,Preferred
SUP1784,Supplier_784,Chemicals,North America,71.8,87.69,9.09,34.9,1.92,81.62,23.34,265,165343.57,7,3,78.97,Preferred
SUP1785,Supplier_785,Raw Materials,APAC,79.44,70.56,3.09,43.2,3.76,93.98,45.34,21,114720.56,44,3,75.11,Preferred
SUP1786,Supplier_786,Electronics,APAC,83.09,97.56,-4.33,33.3,3.64,79.21,51.71,389,193055.91,41,3,79.35,Preferred
SUP1787,Supplier_787,Mechanical Parts,India,61.75,85.45,6.66,59.5,4.66,74.93,76.36,488,47358.7,49,0,64.93,Approved
SUP1788,Supplier_788,Raw Materials,Middle East,64.92,72.98,-8.0,38.6,2.85,79.73,44.73,87,144255.74,8,2,69.47,Approved
SUP1789,Supplier_789,Raw Materials,North America,82.35,70.78,1.05,25.4,1.31,83.17,78.99,444,77139.11,0,4,72.28,Preferred
SUP1790,Supplier_790,Packaging,APAC,73.73,67.64,-5.92,47.5,4.03,67.56,61.83,181,59398.41,12,3,65.4,Approved
SUP1791,Supplier_791,Chemicals,Middle East,89.17,87.79,-5.39,14.4,6.64,96.04,11.31,105,40175.56,49,3,83.69,Preferred
SUP1792,Supplier_792,Mechanical Parts,India,86.09,68.75,-4.94,26.1,5.31,86.97,15.63,315,112738.18,14,1,77.62,Preferred
SUP1793,Supplier_793,Electronics,Europe,93.82,83.81,-0.33,24.1,2.71,85.33,43.7,382,47016.54,31,3,82.84,Preferred
SUP1794,Supplier_794,Mechanical Parts,Middle East,87.7,70.59,-8.72,28.7,7.48,63.98,39.69,282,44068.42,33,1,68.12,Approved
SUP1795,Supplier_795,Electronics,Middle East,77.2,86.48,-0.06,48.0,7.3,84.17,74.35,428,198153.72,42,1,70.08,Preferred
SUP1796,Supplier_796,Chemicals,Europe,86.92,92.6,2.79,31.6,1.67,64.84,58.07,394,161340.75,30,2,78.39,Preferred
SUP1797,Supplier_797,Electronics,Middle East,71.02,91.12,2.08,48.7,0.32,63.15,38.81,422,150913.98,13,0,78.24,Preferred
SUP1798,Supplier_798,Packaging,India,72.25,90.43,-0.43,36.7,5.93,81.09,17.08,188,159841.82,46,1,79.21,Preferred
SUP1799,Supplier_799,Packaging,India,91.56,67.51,10.98,23.8,6.62,76.11,22.68,73,193939.96,13,1,72.87,Preferred
SUP1800,Supplier_800,Packaging,Europe,77.86,63.54,-6.37,49.5,7.74,83.55,57.55,141,116788.95,47,2,64.6,Approved
SUP1801,Supplier_801,Packaging,North America,91.94,87.96,2.64,18.1,7.12,63.57,42.34,352,47947.56,28,1,75.25,Preferred
SUP1802,Supplier_802,Mechanical Parts,APAC,92.9,74.73,-8.45,17.3,4.8,77.24,51.49,421,173130.88,46,4,73.44,Preferred
SUP1803,Supplier_803,Chemicals,North America,94.3,77.29,-8.22,32.7,4.24,66.99,17.07,281,149832.49,18,0,78.68,Preferred
SUP1804,Supplier_804,Electronics,Middle East,96.67,61.25,4.35,19.3,0.22,99.48,66.29,328,85790.12,26,4,77.93,Preferred
SUP1805,Supplier_805,Electronics,APAC,77.24,70.38,4.15,5.5,1.97,82.45,85.25,341,97346.05,8,3,68.27,Approved
SUP1806,Supplier_806,Packaging,Europe,72.75,61.35,11.95,40.7,3.68,87.5,25.79,446,85194.22,36,0,70.52,Preferred
SUP1807,Supplier_807,Packaging,Europe,83.29,95.17,3.95,33.1,5.03,73.02,49.15,350,186338.72,36,3,76.98,Preferred
SUP1808,Supplier_808,Raw Materials,APAC,74.85,69.74,13.99,29.5,4.46,63.79,97.55,118,71988.66,42,1,57.43,Approved
SUP1809,Supplier_809,Chemicals,India,84.04,82.29,-8.78,58.2,5.94,99.03,33.32,282,192879.43,27,2,77.86,Preferred
SUP1810,Supplier_810,Mechanical Parts,APAC,88.22,61.56,-7.55,36.4,2.24,71.45,59.5,177,182503.0,23,4,69.73,Approved
SUP1811,Supplier_811,Electronics,Middle East,87.54,86.67,-8.9,52.5,4.52,76.95,9.02,406,127951.62,27,3,81.55,Preferred
SUP1812,Supplier_812,Raw Materials,India,74.98,72.92,-5.37,12.7,0.71,85.99,60.6,189,118065.25,35,1,73.46,Preferred
SUP1813,Supplier_813,Raw Materials,Europe,66.67,95.92,3.53,36.3,3.31,60.99,8.96,67,77167.41,17,4,79.08,Preferred
SUP1814,Supplier_814,Electronics,APAC,77.22,95.52,6.14,52.7,6.0,92.41,95.92,489,8575.99,24,4,69.82,Approved
SUP1815,Supplier_815,Mechanical Parts,North America,65.7,73.01,-8.86,37.1,5.55,81.46,71.57,430,29886.52,34,3,62.95,Approved
SUP1816,Supplier_816,Raw Materials,North America,95.6,96.04,13.65,44.5,7.93,71.13,78.82,88,152075.11,3,1,69.73,Approved
SUP1817,Supplier_817,Raw Materials,Middle East,73.84,99.85,11.05,25.5,2.22,62.46,70.41,469,96950.32,13,2,71.7,Preferred
SUP1818,Supplier_818,Chemicals,North America,66.18,93.02,-2.58,10.1,3.99,66.5,58.97,70,34218.44,38,3,71.17,Preferred
SUP1819,Supplier_819,Mechanical Parts,APAC,61.02,93.79,-8.07,30.2,2.64,95.8,44.99,378,56472.37,25,4,76.26,Preferred
SUP1820,Supplier_820,Raw Materials,APAC,85.83,69.96,-5.75,26.7,3.52,87.44,85.84,130,189828.2,7,4,68.94,Approved
SUP1821,Supplier_821,Mechanical Parts,North America,85.48,83.07,-6.83,52.7,6.86,70.0,95.68,216,76590.9,23,0,64.38,Approved
SUP1822,Supplier_822,Electronics,APAC,73.62,62.69,-6.92,18.4,5.47,62.62,49.9,43,181997.98,15,1,63.44,Approved
SUP1823,Supplier_823,Packaging,Middle East,62.87,63.8,2.96,58.2,7.06,87.62,93.15,79,64403.99,19,0,57.89,Approved
SUP1824,Supplier_824,Raw Materials,India,76.39,99.96,-3.85,57.7,1.63,82.9,58.33,26,110927.92,14,2,79.99,Preferred
SUP1825,Supplier_825,Chemicals,Middle East,72.45,73.07,-1.05,18.6,6.99,76.18,53.84,29,8993.03,6,3,67.43,Approved
SUP1826,Supplier_826,Electronics,Middle East,87.08,89.93,14.74,24.1,0.48,74.54,45.45,466,106765.65,16,4,78.71,Preferred
SUP1827,Supplier_827,Mechanical Parts,APAC,84.23,92.27,7.11,54.3,7.11,68.67,20.93,324,129203.69,21,1,77.04,Preferred
SUP1828,Supplier_828,Electronics,India,74.58,94.32,13.72,58.2,2.63,86.78,0.37,78,50689.49,21,4,83.44,Preferred
SUP1829,Supplier_829,Raw Materials,APAC,68.72,99.91,-6.44,29.4,2.52,98.83,24.15,224,117892.75,11,0,83.91,Preferred
SUP1830,Supplier_830,Mechanical Parts,Europe,99.52,69.66,-0.45,22.7,4.1,67.03,50.97,170,131197.72,17,0,75.47,Preferred
SUP1831,Supplier_831,Packaging,APAC,78.16,61.61,3.87,33.9,7.53,83.88,38.0,111,138942.79,45,3,68.13,Approved
SUP1832,Supplier_832,Electronics,APAC,87.53,76.45,-8.08,42.8,0.38,76.97,44.85,385,156398.65,46,1,78.01,Preferred
SUP1833,Supplier_833,Raw Materials,APAC,65.62,65.2,-9.9,20.0,2.82,77.87,98.06,215,65711.15,14,1,58.89,Approved
SUP1834,Supplier_834,Chemicals,India,79.42,60.9,6.76,45.5,6.85,70.17,35.03,154,115716.51,36,3,66.47,Approved
SUP1835,Supplier_835,Mechanical Parts,APAC,61.1,74.42,6.05,7.8,3.17,93.01,45.22,66,196407.91,15,0,71.06,Preferred
SUP1836,Supplier_836,Electronics,India,80.22,91.35,0.27,7.7,1.59,79.41,13.35,92,180138.11,4,0,86.13,Strategic
SUP1837,Supplier_837,Electronics,North America,98.56,82.65,2.24,26.2,3.4,81.74,4.8,490,190769.76,1,0,87.77,Strategic
SUP1838,Supplier_838,Packaging,Europe,75.37,72.51,0.39,24.4,3.08,72.19,77.54,394,80296.6,27,4,67.97,Approved
SUP1839,Supplier_839,Packaging,India,61.56,86.17,-9.4,22.4,7.32,67.27,57.07,278,158450.98,40,2,63.32,Approved
SUP1840,Supplier_840,Chemicals,North America,61.24,69.28,-1.62,32.0,6.1,63.44,76.07,420,125880.1,26,0,59.15,Approved
SUP1841,Supplier_841,Chemicals,India,75.52,60.58,-5.57,22.6,4.04,88.56,14.99,463,21133.34,30,2,74.35,Preferred
SUP1842,Supplier_842,Raw Materials,India,66.4,90.57,-7.54,15.6,7.91,67.85,57.18,196,165676.18,40,2,65.67,Approved
SUP1843,Supplier_843,Raw Materials,Europe,60.93,84.95,13.92,22.0,3.72,87.6,25.36,15,137034.75,35,1,72.91,Preferred
SUP1844,Supplier_844,Chemicals,Middle East,90.25,90.49,4.98,58.6,0.47,75.62,22.81,362,43788.89,46,3,86.14,Strategic
SUP1845,Supplier_845,Chemicals,Middle East,78.34,61.56,8.22,27.6,2.1,76.63,1.15,359,20549.02,42,4,76.73,Preferred
SUP1846,Supplier_846,Mechanical Parts,India,71.57,93.48,-2.12,29.5,3.49,78.77,13.03,119,168219.32,0,2,82.0,Preferred
SUP1847,Supplier_847,Packaging,APAC,96.0,84.78,-0.17,36.7,1.26,74.71,30.93,492,20385.86,49,4,85.45,Strategic
SUP1848,Supplier_848,Raw Materials,North America,64.65,82.54,-4.08,59.1,7.58,64.02,11.69,416,22814.0,28,1,70.84,Preferred
SUP1849,Supplier_849,Packaging,APAC,98.24,84.98,-7.58,18.3,6.13,72.39,98.59,147,88344.62,0,0,68.47,Approved
SUP1850,Supplier_850,Packaging,APAC,72.56,94.58,-5.52,42.5,2.15,86.55,30.86,60,31285.58,7,2,81.33,Preferred
SUP1851,Supplier_851,Chemicals,India,95.54,83.48,9.94,44.4,4.73,86.63,13.03,412,183165.57,15,3,83.08,Preferred
SUP1852,Supplier_852,Mechanical Parts,India,84.12,83.24,6.94,38.4,5.77,71.45,19.91,60,96705.37,27,1,76.72,Preferred
SUP1853,Supplier_853,Electronics,India,93.07,99.63,3.67,9.9,7.53,78.4,58.77,485,115984.44,21,4,77.49,Preferred
SUP1854,Supplier_854,Mechanical Parts,India,99.36,90.27,1.88,42.2,7.05,67.74,6.4,96,185980.69,17,0,83.99,Preferred
SUP1855,Supplier_855,Mechanical Parts,Middle East,71.54,77.69,13.06,8.5,4.12,68.41,86.24,77,108401.33,21,4,61.6,Approved
SUP1856,Supplier_856,Packaging,India,98.45,88.3,-8.18,37.8,6.2,60.92,96.15,93,73950.27,40,3,67.75,Approved
SUP1857,Supplier_857,Mechanical Parts,Middle East,75.58,75.57,-2.98,45.7,4.5,95.87,24.67,476,160445.25,11,2,78.07,Preferred
SUP1858,Supplier_858,Raw Materials,Middle East,75.42,69.16,-1.25,16.6,4.42,68.43,45.01,51,91355.79,18,3,69.86,Approved
SUP1859,Supplier_859,Packaging,India,73.62,83.87,9.56,51.3,0.92,69.1,2.21,228,67101.54,24,4,80.62,Preferred
SUP1860,Supplier_860,Raw Materials,Europe,81.66,97.13,14.81,6.7,1.01,71.18,64.07,66,146029.74,49,4,75.31,Preferred
SUP1861,Supplier_861,Electronics,North America,66.17,97.17,-3.98,51.4,4.24,65.1,41.39,235,161313.11,4,3,73.96,Preferred
SUP1862,Supplier_862,Packaging,APAC,82.15,73.68,11.86,30.3,2.15,85.57,27.01,205,159384.65,33,3,77.03,Preferred
SUP1863,Supplier_863,Electronics,Middle East,81.67,81.11,10.77,17.0,0.17,63.01,20.68,257,195646.51,38,3,78.64,Preferred
SUP1864,Supplier_864,Packaging,North America,90.48,68.47,-4.38,12.4,5.78,65.37,65.4,175,158400.06,9,0,67.64,Approved
SUP1865,Supplier_865,Chemicals,Europe,93.35,99.83,-0.02,57.4,0.26,85.79,41.62,71,155137.02,46,4,89.65,Strategic
SUP1866,Supplier_866,Mechanical Parts,APAC,77.62,99.24,0.24,9.0,4.76,73.59,17.97,272,172209.62,6,1,82.73,Preferred
SUP1867,Supplier_867,Chemicals,APAC,72.09,85.98,14.46,16.0,4.31,88.32,68.91,121,5036.11,36,0,68.78,Approved
SUP1868,Supplier_868,Electronics,Middle East,70.37,92.18,-5.48,24.1,7.75,82.3,56.51,262,75674.13,46,0,70.11,Preferred
SUP1869,Supplier_869,Mechanical Parts,India,67.78,88.6,9.98,39.1,3.87,70.24,85.87,208,148832.6,14,0,64.89,Approved
SUP1870,Supplier_870,Packaging,Europe,62.31,83.73,-1.65,35.0,0.51,86.03,11.75,187,121945.21,41,1,81.65,Preferred
SUP1871,Supplier_871,Mechanical Parts,Middle East,73.7,62.13,8.27,11.9,4.41,64.65,78.57,445,39626.54,23,3,59.98,Approved
SUP1872,Supplier_872,Raw Materials,Europe,70.81,78.19,0.5,20.9,6.73,81.46,67.35,35,64227.95,25,4,67.49,Approved
SUP1873,Supplier_873,Mechanical Parts,India,98.66,86.99,4.46,18.1,7.97,77.49,11.5,419,70674.56,25,2,82.0,Preferred
SUP1874,Supplier_874,Raw Materials,India,82.31,87.1,10.82,16.7,3.44,70.71,69.48,255,115726.48,45,2,70.85,Preferred
SUP1875,Supplier_875,Mechanical Parts,Middle East,73.89,74.92,10.1,27.6,2.56,84.16,44.15,28,167161.67,25,4,72.61,Preferred
SUP1876,Supplier_876,Raw Materials,India,83.22,97.67,11.66,43.7,7.25,94.85,94.5,274,186835.9,9,1,69.53,Approved
SUP1877,Supplier_877,Electronics,North America,65.57,66.69,-8.51,17.0,1.53,99.96,14.16,326,151268.02,16,2,76.85,Preferred
SUP1878,Supplier_878,Chemicals,APAC,77.76,80.01,7.3,25.2,4.92,84.31,64.28,29,169375.33,13,0,70.34,Preferred
SUP1879,Supplier_879,Packaging,Middle East,85.05,87.64,-6.5,26.5,3.25,76.19,38.2,115,96668.71,1,2,78.67,Preferred
SUP1880,Supplier_880,Mechanical Parts,Europe,79.56,87.89,0.4,58.7,0.33,69.01,95.68,246,81006.19,47,4,72.41,Preferred
SUP1881,Supplier_881,Chemicals,North America,76.07,85.95,3.71,57.5,2.78,70.28,33.0,315,81578.16,12,0,77.2,Preferred
SUP1882,Supplier_882,Packaging,Middle East,99.75,71.01,0.07,49.0,2.12,79.18,96.22,473,125127.51,26,2,72.99,Preferred
SUP1883,Supplier_883,Packaging,India,95.21,66.25,2.99,18.3,5.49,74.69,90.15,255,29226.16,8,4,66.66,Approved
SUP1884,Supplier_884,Raw Materials,India,84.94,85.44,14.91,8.7,7.59,96.55,27.04,90,118001.37,6,1,75.96,Preferred
SUP1885,Supplier_885,Electronics,India,82.78,83.97,-6.62,22.4,2.14,74.73,80.35,159,134700.91,47,4,71.72,Preferred
SUP1886,Supplier_886,Electronics,India,84.83,67.17,6.89,19.7,6.49,74.94,99.56,406,90587.2,9,1,60.75,Approved
SUP1887,Supplier_887,Chemicals,Europe,68.05,88.21,-0.1,32.8,0.44,75.34,25.27,405,190867.6,8,0,81.11,Preferred
SUP1888,Supplier_888,Electronics,North America,75.81,78.21,-6.67,47.8,4.3,93.46,43.68,19,123601.59,21,4,74.67,Preferred
SUP1889,Supplier_889,Mechanical Parts,APAC,61.58,86.71,-6.03,52.2,0.56,86.03,52.02,330,47899.9,22,3,74.81,Preferred
SUP1890,Supplier_890,Electronics,Europe,79.02,93.49,13.73,51.5,7.47,84.57,29.49,233,98447.17,6,3,74.8,Preferred
SUP1891,Supplier_891,Chemicals,Europe,81.72,66.79,11.99,24.8,6.13,73.37,1.53,423,136703.87,47,3,73.18,Preferred
SUP1892,Supplier_892,Electronics,APAC,69.11,60.77,12.68,42.8,5.26,92.72,22.01,273,68107.68,8,3,69.01,Approved
SUP1893,Supplier_893,Mechanical Parts,APAC,98.56,91.16,14.79,22.2,6.59,61.53,28.19,158,20530.11,26,3,76.4,Preferred
SUP1894,Supplier_894,Raw Materials,India,96.38,84.39,-4.79,8.3,5.18,94.83,44.36,287,118769.95,23,1,81.15,Preferred
SUP1895,Supplier_895,Chemicals,Europe,88.89,87.99,-1.11,43.6,7.75,80.51,17.11,283,189834.68,28,4,80.65,Preferred
SUP1896,Supplier_896,Raw Materials,Middle East,81.34,93.53,6.73,5.5,5.71,75.93,87.33,203,99589.04,16,0,69.28,Approved
SUP1897,Supplier_897,Raw Materials,APAC,94.8,92.11,2.1,27.5,7.4,79.89,70.49,441,181691.27,19,3,75.11,Preferred
SUP1898,Supplier_898,Raw Materials,APAC,65.23,98.44,0.46,23.1,4.14,86.7,8.52,181,167829.6,6,3,83.37,Preferred
SUP1899,Supplier_899,Packaging,North America,91.62,81.44,-1.05,43.1,0.94,60.51,65.01,274,33745.49,42,0,76.33,Preferred
SUP1900,Supplier_900,Packaging,Middle East,64.99,79.54,4.84,47.1,4.23,94.86,65.37,460,143093.13,39,0,69.87,Approved
SUP1901,Supplier_901,Raw Materials,Middle East,91.77,76.08,4.39,21.7,1.01,77.87,95.62,319,89915.78,6,3,71.97,Preferred
SUP1902,Supplier_902,Chemicals,APAC,71.03,66.15,-5.96,49.6,4.74,73.72,0.3,35,53798.03,27,1,73.78,Preferred
SUP1903,Supplier_903,Mechanical Parts,India,95.08,82.9,1.79,21.2,3.86,65.53,24.79,478,138952.98,18,0,81.21,Preferred
SUP1904,Supplier_904,Mechanical Parts,North America,97.76,71.08,3.84,29.5,4.98,77.58,92.78,359,149818.84,19,4,68.8,Approved
SUP1905,Supplier_905,Electronics,Middle East,65.95,96.85,4.26,45.0,0.08,79.85,93.21,485,40079.78,43,4,72.34,Preferred
SUP1906,Supplier_906,Chemicals,APAC,78.51,83.33,-4.75,43.1,1.56,76.15,72.06,365,183316.71,38,1,73.09,Preferred
SUP1907,Supplier_907,Packaging,Middle East,99.24,83.71,8.56,59.3,3.93,87.15,76.58,35,151473.71,39,2,75.82,Preferred
SUP1908,Supplier_908,Raw Materials,North America,79.34,74.2,-9.37,17.4,7.6,76.84,9.15,43,187008.22,6,1,73.13,Preferred
SUP1909,Supplier_909,Electronics,North America,94.54,62.08,-1.13,41.4,3.07,98.46,51.39,273,66829.28,5,3,77.81,Preferred
SUP1910,Supplier_910,Mechanical Parts,Europe,83.55,61.27,9.51,38.5,3.39,83.97,23.16,147,188170.33,24,2,74.08,Preferred
SUP1911,Supplier_911,Packaging,APAC,75.01,76.93,4.1,55.3,5.72,92.3,18.12,313,76860.94,40,3,77.16,Preferred
SUP1912,Supplier_912,Packaging,North America,71.43,63.38,-3.47,13.6,4.83,64.37,81.03,192,15524.1,12,4,60.33,Approved
SUP1913,Supplier_913,Raw Materials,Europe,68.13,84.27,7.37,46.3,2.39,75.89,13.5,372,153779.03,38,0,77.86,Preferred
SUP1914,Supplier_914,Mechanical Parts,Europe,90.47,95.24,4.18,36.3,3.29,73.47,46.87,251,142184.09,39,3,80.87,Preferred
SUP1915,Supplier_915,Chemicals,Middle East,75.46,95.32,9.91,20.1,1.74,82.78,93.86,63,121592.64,21,4,71.32,Preferred
SUP1916,Supplier_916,Packaging,Middle East,80.45,86.36,8.38,31.1,7.73,94.44,18.58,471,100529.28,48,1,77.84,Preferred
SUP1917,Supplier_917,Raw Materials,Europe,79.69,68.45,5.25,23.4,1.05,63.13,97.8,177,11272.23,16,3,64.21,Approved
SUP1918,Supplier_918,Chemicals,Middle East,83.09,94.52,2.2,36.9,2.97,62.9,99.43,128,126796.46,47,4,70.29,Preferred
SUP1919,Supplier_919,Mechanical Parts,North America,94.62,95.44,-6.67,53.9,0.21,94.01,55.56,152,86282.75,21,0,86.07,Strategic
SUP1920,Supplier_920,Packaging,India,99.23,67.87,-3.47,36.3,1.77,68.51,17.01,90,114240.83,33,3,81.69,Preferred
SUP1921,Supplier_921,Chemicals,North America,76.3,89.5,0.48,39.7,6.24,86.75,31.61,254,88717.66,7,4,78.34,Preferred
SUP1922,Supplier_922,Chemicals,Europe,93.1,71.46,4.98,33.5,1.61,81.72,42.45,411,193380.95,48,3,78.93,Preferred
SUP1923,Supplier_923,Chemicals,Europe,90.58,92.11,2.84,7.8,0.64,93.32,30.93,361,122801.24,44,0,88.54,Strategic
SUP1924,Supplier_924,Packaging,North America,82.94,99.89,-2.8,17.8,3.8,65.0,28.06,367,151101.08,17,3,81.61,Preferred
SUP1925,Supplier_925,Packaging,Middle East,98.24,61.2,-9.84,32.1,0.08,65.19,97.22,416,187587.65,23,3,67.02,Approved
SUP1926,Supplier_926,Electronics,Middle East,68.02,95.89,2.41,22.1,0.68,82.27,15.34,71,120361.87,41,4,84.61,Preferred
SUP1927,Supplier_927,Mechanical Parts,Europe,64.37,84.91,-2.86,15.0,6.46,97.86,73.33,55,7352.19,1,2,68.68,Approved
SUP1928,Supplier_928,Raw Materials,APAC,94.16,98.94,8.37,32.7,6.17,76.6,0.04,96,11686.88,1,3,86.08,Strategic
SUP1929,Supplier_929,Chemicals,Middle East,77.57,78.6,-9.4,22.8,7.32,73.08,59.62,108,141955.99,26,2,65.92,Approved
SUP1930,Supplier_930,Electronics,North America,93.88,93.9,4.62,19.2,6.84,84.27,91.59,304,59421.6,13,1,72.62,Preferred
SUP1931,Supplier_931,Raw Materials,Middle East,95.72,62.5,13.54,30.5,5.47,97.22,28.79,408,117979.05,47,3,75.29,Preferred
SUP1932,Supplier_932,Electronics,North America,62.5,73.41,-5.64,12.3,0.42,93.48,18.55,62,44444.05,38,2,78.1,Preferred
SUP1933,Supplier_933,Packaging,Europe,95.34,62.68,1.79,56.0,6.26,99.82,65.17,481,57698.53,11,1,72.91,Preferred
SUP1934,Supplier_934,Chemicals,Middle East,77.93,99.01,-7.71,52.7,6.76,60.9,71.26,201,103405.01,31,4,68.61,Approved
SUP1935,Supplier_935,Raw Materials,North America,80.42,92.68,5.64,43.9,6.39,64.51,68.8,456,195236.05,27,3,69.55,Approved
SUP1936,Supplier_936,Raw Materials,Europe,85.06,94.1,3.76,10.8,4.07,84.38,31.93,485,125172.75,27,4,82.46,Preferred
SUP1937,Supplier_937,Raw Materials,APAC,97.06,97.52,0.18,47.7,1.86,92.82,25.22,89,187548.88,45,1,91.87,Strategic
SUP1938,Supplier_938,Raw Materials,North America,60.76,63.4,3.03,49.4,6.76,71.41,95.59,25,192079.07,24,4,54.74,Under Review
SUP1939,Supplier_939,Raw Materials,APAC,79.07,75.42,12.41,47.2,5.82,69.57,92.33,369,45581.45,3,4,60.67,Approved
SUP1940,Supplier_940,Electronics,APAC,87.51,62.84,-5.09,11.3,7.85,91.48,45.73,496,65682.75,25,0,70.07,Preferred
SUP1941,Supplier_941,Chemicals,India,88.91,68.43,-9.44,40.4,1.25,62.26,84.62,335,155148.49,35,1,66.9,Approved
SUP1942,Supplier_942,Packaging,Middle East,87.7,69.17,11.54,50.9,1.81,74.78,45.23,203,174018.98,49,4,73.38,Preferred
SUP1943,Supplier_943,Packaging,North America,65.38,78.76,4.43,36.8,1.69,80.23,42.44,150,106249.22,2,2,73.68,Preferred
SUP1944,Supplier_944,Packaging,APAC,71.98,70.74,12.27,40.6,6.34,82.41,15.68,117,198679.08,0,1,70.67,Preferred
SUP1945,Supplier_945,Packaging,India,74.35,64.04,4.92,30.2,1.5,89.14,42.64,312,7256.58,16,0,73.6,Preferred
SUP1946,Supplier_946,Electronics,Europe,92.18,66.7,10.25,34.1,0.53,74.19,53.74,274,63420.57,6,3,74.18,Preferred
SUP1947,Supplier_947,Mechanical Parts,North America,71.15,65.89,0.74,6.9,7.99,84.51,2.25,456,126516.54,47,4,73.39,Preferred
SUP1948,Supplier_948,Chemicals,APAC,68.43,98.92,8.75,40.1,0.2,83.42,44.41,299,96511.53,4,2,79.86,Preferred
SUP1949,Supplier_949,Raw Materials,Middle East,98.3,90.37,12.83,9.5,6.68,81.9,78.14,218,27737.58,18,0,72.2,Preferred
SUP1950,Supplier_950,Mechanical Parts,India,60.35,98.71,4.3,28.9,2.92,85.62,68.0,484,76718.48,38,1,73.2,Preferred
SUP1951,Supplier_951,Packaging,APAC,99.91,77.59,-5.48,21.1,6.73,70.38,63.52,422,9962.19,45,4,72.03,Preferred
SUP1952,Supplier_952,Mechanical Parts,Middle East,87.07,71.13,-3.28,35.0,4.44,63.39,90.96,174,130335.48,33,0,64.99,Approved
SUP1953,Supplier_953,Chemicals,APAC,93.14,91.93,-5.03,12.3,7.21,64.77,1.8,436,179084.8,34,0,81.99,Preferred
SUP1954,Supplier_954,Raw Materials,North America,71.78,73.05,-3.83,43.0,7.41,68.98,55.7,351,177550.45,48,2,64.64,Approved
SUP1955,Supplier_955,Raw Materials,North America,60.57,71.98,-2.34,48.7,0.07,80.01,78.73,380,141411.17,15,3,67.56,Approved
SUP1956,Supplier_956,Chemicals,North America,89.51,69.3,3.88,14.0,0.6,93.62,54.13,329,95825.19,39,3,78.86,Preferred
SUP1957,Supplier_957,Chemicals,India,93.37,65.19,4.7,10.7,2.0,88.05,32.39,161,104846.17,49,3,79.58,Preferred
SUP1958,Supplier_958,Packaging,North America,89.62,70.26,0.66,13.0,5.35,91.56,13.63,464,31699.17,46,1,81.11,Preferred
SUP1959,Supplier_959,Raw Materials,Middle East,65.71,74.21,5.39,53.2,7.11,74.04,88.76,299,71498.33,38,0,59.04,Approved
SUP1960,Supplier_960,Mechanical Parts,APAC,90.14,86.96,-7.96,34.1,3.68,76.19,47.08,441,41606.97,26,1,77.57,Preferred
SUP1961,Supplier_961,Electronics,Europe,90.76,62.5,-7.81,30.7,4.86,75.75,87.81,277,165134.04,40,0,64.3,Approved
SUP1962,Supplier_962,Electronics,Middle East,86.34,68.42,-5.7,10.9,1.51,67.67,58.59,160,183377.01,37,2,71.83,Preferred
SUP1963,Supplier_963,Chemicals,Middle East,90.64,92.36,2.95,40.7,6.44,62.45,67.42,216,109700.04,49,2,72.68,Preferred
SUP1964,Supplier_964,Packaging,North America,93.84,65.88,-4.65,52.7,7.74,83.64,80.43,264,146913.99,49,1,66.28,Approved
SUP1965,Supplier_965,Electronics,India,84.54,73.71,-2.92,50.6,2.15,99.57,65.92,362,28685.63,24,1,76.58,Preferred
SUP1966,Supplier_966,Raw Materials,APAC,63.54,94.59,0.01,39.4,3.96,66.67,39.81,386,123664.26,25,2,74.6,Preferred
SUP1967,Supplier_967,Chemicals,India,79.51,66.2,10.3,9.1,0.69,61.87,51.36,150,142044.25,13,4,69.22,Approved
SUP1968,Supplier_968,Mechanical Parts,APAC,63.11,63.31,-9.65,11.2,4.47,91.18,80.3,352,93289.79,13,3,60.87,Approved
SUP1969,Supplier_969,Chemicals,APAC,76.3,79.38,6.23,7.7,4.02,70.1,37.37,367,52438.25,13,3,72.94,Preferred
SUP1970,Supplier_970,Mechanical Parts,India,76.28,72.1,6.72,19.2,1.16,93.19,38.81,105,176088.03,24,2,77.08,Preferred
